user_name,date,game_mode,kills,damage,survival_time_seconds,rescue,distance_traveled,skill_uses,preferred_skill,preferred_weapon_1,preferred_weapon_2,arsenal,accuracy,head_shot,earned_rank_xp,earned_xp,high_tier,win_loss,final_position,total_groups,relative_position
dayiszc,2024-04-20,Squad,3,839,929.0,0,4422,1,Rewind,M4,Bazzoca FHJ,1,0.257,0.0,55,12896,1,1,1,26,3.8461538461538463
dayiszc,2024-04-20,Squad,3,585,863.0,0,4147,4,Rewind,M4,Bazzoca FHJ,1,0.243,0.0,18,9563,0,0,6,26,23.076923076923077
dayiszc,2024-04-20,Single,9,1765,1164.0,0,4296,4,Rewind,M4,Bazzoca FHJ,1,0.361,0.111,76,13969,0,1,1,100,1.0
dayiszc,2024-04-21,Single,6,1250,1025.0,0,3512,2,Rewind,M4,Bazzoca FHJ,1,0.44799999999999995,0.0,57,13223,0,0,2,100,2.0
dayiszc,2024-04-22,Single,6,1365,833.0,0,3819,1,Rewind,M4,Bazzoca FHJ,0,0.297,0.16699999999999998,23,2356,0,0,16,100,16.0
dayiszc,2024-04-23,Single,0,57,93.0,0,1160,0,Rewind,M4,Bazzoca FHJ,0,0.0,0.0,-30,1023,1,0,100,100,100.0
katherineguti,2024-04-19,Squad,7,1774,1018.0,0,3840,4,Ravager Launcher,M4,Sniper M21,1,0.35,0.14300000000000002,43,9230,1,0,2,26,7.6923076923076925
katherineguti,2024-04-19,Squad,5,1912,863.0,1,3542,5,Ravager Launcher,M4,Sniper M21,1,0.35600000000000004,0.4,23,5202,0,0,6,26,23.076923076923077
soniacuro,2024-04-19,Squad,1,299,929.0,0,3470,7,Clown,AK117,Sniper Tundra,1,0.191,0.0,69,11056,1,1,1,26,3.8461538461538463
soniacuro,2024-04-19,Squad,2,645,863.0,0,2695,2,Clown,AK117,Sniper Tundra,1,0.8390000000000001,0.0,39,5369,0,0,6,26,23.076923076923077
soniacuro,2024-04-19,Squad,5,1435,1018.0,0,3581,7,Clown,AK117,Sniper Tundra,1,0.263,0.0,58,6512,1,0,2,26,7.6923076923076925
endergzlz,2024-04-21,Single,0,115,87.0,0,1282,1,Ninja,M4,Sniper DLQ,0,0.038,0.0,-4,2001,1,0,97,100,97.0
endergzlz,2024-04-21,Single,8,1561,626.0,0,6212,1,Ninja,M4,Sniper DLQ,1,0.353,0.375,34,2369,0,0,33,100,33.0
endergzlz,2024-04-21,Single,10,2317,1042.0,0,5642,5,Ninja,M4,Sniper DLQ,1,0.28600000000000003,0.0,89,4523,0,0,5,100,5.0
endergzlz,2024-04-22,Single,4,929,561.0,0,4464,10,Ninja,M4,Sniper DLQ,0,0.161,0.0,30,3325,0,0,36,100,36.0
endergzlz,2024-04-23,Single,2,493,135.0,0,2256,0,Ninja,M4,Sniper DLQ,0,0.177,0.0,0,2560,1,0,91,100,91.0
endergzlz,2024-04-23,Single,13,2512,835.0,0,6020,19,Ninja,M4,Sniper DLQ,0,0.201,0.077,39,3695,0,0,13,100,13.0
endergzlz,2024-04-23,Single,12,2694,1091.0,0,8451,28,Ninja,M4,Sniper DLQ,1,0.221,0.083,215,11023,1,1,1,100,1.0
endergzlz,2024-04-24,Single,6,1388,949.0,0,5886,9,Ninja,M4,Sniper DLQ,1,0.156,0.0,88,5623,0,0,8,100,8.0
endergzlz,2024-04-25,Single,13,2334,1059.0,0,6675,19,Ninja,M4,Sniper DLQ,1,0.23399999999999999,0.154,110,12369,1,1,1,100,1.0
endergzlz,2024-04-25,Single,3,649,687.0,0,3685,7,Ninja,M4,Sniper DLQ,0,0.124,0.33299999999999996,35,4569,0,0,27,100,27.0
endergzlz,2024-04-26,Single,15,2648,1031.0,0,8984,30,Ninja,M4,Sniper DLQ,1,0.2,0.133,123,12003,1,1,1,100,1.0
endergzlz,2024-04-27,Single,0,115,87.0,0,1282,1,Ninja,M4,Sniper DLQ,0,0.038,0.0,-4,2896,1,0,97,100,97.0
dayiszc,2024-04-21,Squad,2,1042,1018.0,0,3704,0,Rewind,AK47,Bazzoca FHJ,1,0.409,0.0,160,5698,1,0,2,26,7.6923076923076925
dayiszc,2024-04-22,Squad,1,483,1177.0,2,5136,1,Rewind,AK47,Bazzoca FHJ,1,0.32799999999999996,0.0,76,5239,0,0,2,26,7.6923076923076925
dayiszc,2024-04-23,Squad,14,3326,1055.0,1,5549,3,Rewind,AK47,Sniper M21,1,0.348,0.071,78,11746,0,1,1,26,3.8461538461538463
dayiszc,2024-04-24,Squad,8,2532,1027.0,0,3677,2,Rewind,AK47,Bazzoca FHJ,1,0.56,0.0,63,9568,1,0,2,26,7.6923076923076925
dayiszc,2024-04-25,Single,5,1380,1030.0,0,5423,5,Rewind,AK47,Bazzoca FHJ,1,0.263,0.0,66,11999,1,1,1,100,1.0
katherineguti,2024-04-20,Squad,5,1605,946.0,1,3198,5,Ravager Launcher,AK47,Sniper M21,1,0.36,0.0,68,6987,0,0,2,26,7.6923076923076925
katherineguti,2024-04-20,Squad,6,1600,816.0,0,2650,3,Ravager Launcher,AK47,Sniper M21,1,0.289,0.16699999999999998,34,5632,0,0,6,25,24.0
katherineguti,2024-04-20,Squad,0,114,121.0,0,1565,0,Ravager Launcher,AK47,Sniper M21,0,0.15,0.0,0,2136,1,0,25,25,100.0
katherineguti,2024-04-20,Squad,9,2463,803.0,4,3603,6,Ravager Launcher,AK47,Sniper M21,1,0.37,0.0,51,5647,1,0,6,25,24.0
katherineguti,2024-04-20,Squad,2,792,617.0,1,3416,2,Ravager Launcher,AK47,Sniper M21,0,0.36,0.0,1,3698,0,0,14,25,56.00000000000001
katherineguti,2024-04-20,Squad,4,1166,965.0,1,4144,4,Ravager Launcher,AK47,Sniper M21,1,0.35100000000000003,0.25,49,5639,1,0,6,25,24.0
katherineguti,2024-04-20,Squad,6,1845,1069.0,4,4125,4,Ravager Launcher,AK47,Sniper M21,1,0.39,0.0,84,12036,1,1,1,26,3.8461538461538463
katherineguti,2024-04-20,Squad,0,55,222.0,0,1062,0,Ravager Launcher,AK47,Sniper M21,0,0.25,0.0,0,3605,0,0,20,26,76.92307692307693
katherineguti,2024-04-20,Squad,3,1527,402.0,0,2603,1,Ravager Launcher,AK47,Sniper M21,0,0.46799999999999997,0.0,0,3896,0,0,18,26,69.23076923076923
katherineguti,2024-04-20,Squad,9,2635,1078.0,2,5124,5,Ravager Launcher,AK47,Sniper M21,1,0.311,0.111,84,10235,0,1,1,25,4.0
katherineguti,2024-04-21,Squad,6,2196,964.0,0,4531,5,Ravager Launcher,AK47,Sniper M21,1,0.242,0.0,46,6897,0,0,5,26,19.230769230769234
katherineguti,2024-04-21,Squad,3,1283,763.0,0,5591,3,Ravager Launcher,AK47,Sniper M21,0,0.581,0.0,13,5634,0,0,9,25,36.0
katherineguti,2024-04-21,Squad,2,907,551.0,0,2681,1,Ravager Launcher,AK47,Sniper M21,0,0.667,0.0,0,3269,0,0,16,25,64.0
katherineguti,2024-04-21,Squad,3,993,821.0,1,3734,4,Ravager Launcher,AK47,Sniper M21,0,0.359,0.0,20,5612,0,0,8,25,32.0
katherineguti,2024-04-23,Squad,7,2474,1166.0,1,4640,8,Ravager Launcher,AK47,Sniper M21,1,0.42100000000000004,0.14300000000000002,105,11547,1,1,1,26,3.8461538461538463
katherineguti,2024-04-23,Squad,12,4399,1125.0,0,4337,7,Ravager Launcher,AK47,Sniper M21,1,0.737,0.16699999999999998,57,10254,0,0,2,26,7.6923076923076925
katherineguti,2024-04-23,Squad,2,616,1162.0,1,5667,3,Ravager Launcher,AK47,Sniper M21,1,0.205,0.0,118,7963,0,0,3,25,12.0
katherineguti,2024-04-23,Squad,10,2442,1036.0,1,4646,6,Ravager Launcher,AK47,Sniper M21,1,0.278,0.0,105,10489,0,1,1,26,3.8461538461538463
katherineguti,2024-04-26,Duo,0,93,147.0,0,1134,0,Ravager Launcher,AK47,Sniper M21,0,0.273,0.0,-30,2365,1,0,48,51,94.11764705882352
katherineguti,2024-04-26,Duo,3,1031,738.0,0,2937,3,Ravager Launcher,AK47,Sniper M21,0,0.326,0.0,1,2966,0,0,22,51,43.13725490196079
katherineguti,2024-04-26,Duo,3,813,698.0,0,3140,5,Ravager Launcher,AK47,Sniper M21,0,0.17,0.667,4,3002,0,0,17,51,33.33333333333333
katherineguti,2024-04-26,Duo,8,1504,609.0,0,3344,2,Ravager Launcher,AK47,Sniper M21,1,0.5710000000000001,0.125,5,2563,0,0,19,50,38.0
katherineguti,2024-04-26,Duo,4,1016,430.0,0,2395,2,Ravager Launcher,AK47,Sniper M21,0,0.175,0.5,-14,2030,1,0,31,52,59.61538461538461
katherineguti,2024-04-26,Duo,7,2909,1052.0,0,4215,6,Ravager Launcher,AK47,Sniper M21,1,0.196,0.429,78,10298,1,1,1,50,2.0
katherineguti,2024-04-26,Duo,4,970,743.0,0,3216,2,Ravager Launcher,AK47,Sniper M21,1,0.46399999999999997,0.0,12,3695,0,0,14,51,27.450980392156865
katherineguti,2024-04-26,Duo,11,3040,1176.0,1,3026,5,Ravager Launcher,AK47,Sniper M21,1,0.29100000000000004,0.091,67,9526,0,0,2,51,3.9215686274509802
katherineguti,2024-04-26,Squad,6,1740,719.0,0,3132,3,Ravager Launcher,AK47,Sniper M21,0,0.263,0.0,7,3658,1,0,11,26,42.30769230769231
katherineguti,2024-04-26,Squad,0,226,124.0,0,1569,0,Ravager Launcher,AK47,Sniper M21,0,1.0,0.0,-29,2374,1,0,25,25,100.0
katherineguti,2024-04-26,Squad,0,354,559.0,1,2351,1,Ravager Launcher,AK47,Sniper M21,0,0.25,0.0,-7,5801,0,0,15,25,60.0
katherineguti,2024-04-26,Squad,4,1619,1041.0,0,3549,4,Ravager Launcher,AK47,Sniper M21,1,0.213,0.25,48,9635,1,0,2,26,7.6923076923076925
katherineguti,2024-04-26,Squad,3,1082,431.0,0,2797,1,Ravager Launcher,AK47,Sniper M21,0,0.43799999999999994,0.33299999999999996,-12,5002,0,0,17,26,65.38461538461539
katherineguti,2024-04-26,Squad,6,1753,644.0,1,3010,2,Ravager Launcher,AK47,Sniper M21,0,0.413,0.16699999999999998,2,5523,0,0,15,25,60.0
katherineguti,2024-04-26,Squad,1,268,172.0,0,1770,1,Ravager Launcher,AK47,Sniper M21,0,0.255,0.0,-29,2541,1,0,25,25,100.0
katherineguti,2024-04-26,Squad,9,2293,1173.0,0,4961,5,Ravager Launcher,AK47,Sniper M21,1,0.319,0.33299999999999996,83,8961,1,0,2,25,8.0
katherineguti,2024-04-26,Squad,5,1572,1091.0,1,4724,6,Ravager Launcher,AK47,Sniper M21,1,0.28,0.2,90,10999,1,1,1,26,3.8461538461538463
katherineguti,2024-04-26,Squad,7,1874,962.0,0,4108,3,Ravager Launcher,AK47,Sniper M21,1,0.445,0.429,59,8002,0,0,2,25,8.0
katherineguti,2024-04-28,Squad,4,1284,974.0,0,4027,3,Ravager Launcher,AK47,Sniper M21,1,0.348,0.0,67,7968,1,0,3,25,12.0
katherineguti,2024-04-28,Squad,12,3712,1172.0,0,5044,6,Ravager Launcher,AK47,Sniper M21,1,0.387,0.16699999999999998,103,10236,0,1,1,25,4.0
katherineguti,2024-04-28,Squad,6,1221,600.0,0,3106,3,Ravager Launcher,AK47,Sniper M21,0,0.36,0.16699999999999998,-1,5963,1,0,14,26,53.84615384615385
katherineguti,2024-04-28,Squad,1,268,245.0,0,1023,1,Ravager Launcher,AK47,Sniper M21,0,0.516,0.0,-29,4569,0,0,23,26,88.46153846153845
katherineguti,2024-04-28,Squad,8,1161,662.0,0,2889,3,Ravager Launcher,AK47,Sniper M21,0,0.47100000000000003,0.125,2,4963,0,0,12,25,48.0
katherineguti,2024-04-28,Squad,8,1907,1011.0,0,4368,6,Ravager Launcher,AK47,Sniper M21,0,0.321,0.25,76,10578,0,1,1,26,3.8461538461538463
katherineguti,2024-04-28,Squad,1,331,442.0,0,3235,0,Ravager Launcher,AK47,Sniper M21,0,1.0,0.0,-9,5682,1,0,15,25,60.0
katherineguti,2024-04-28,Squad,4,988,529.0,0,2533,1,Ravager Launcher,AK47,Sniper M21,0,0.345,0.25,-4,5821,0,0,14,25,56.00000000000001
katherineguti,2024-04-28,Squad,6,1422,1081.0,0,5675,6,Ravager Launcher,AK47,Sniper M21,1,0.205,0.0,78,9487,1,0,2,25,8.0
katherineguti,2024-04-28,Squad,6,2082,1111.0,2,5165,11,Ravager Launcher,AK47,Sniper M21,1,0.125,0.0,60,10963,0,1,1,25,4.0
katherineguti,2024-04-28,Squad,9,3108,1136.0,1,4934,7,Ravager Launcher,AK47,Sniper M21,1,0.319,0.111,86,10958,1,1,1,27,3.7037037037037033
katherineguti,2024-04-28,Squad,6,2016,1086.0,1,5496,8,Ravager Launcher,AK47,Sniper M21,1,0.292,0.0,60,9963,0,1,1,25,4.0
dayiszc,2024-04-20,Squad,1,673,816.0,0,3228,1,Rewind,AK47,Bazzoca FHJ,1,0.107,0.0,34,6584,0,0,6,25,24.0
dayiszc,2024-04-20,Squad,0,0,121.0,0,1772,0,Rewind,AK47,Bazzoca FHJ,0,0.0,0.0,0,2356,1,0,25,25,100.0
dayiszc,2024-04-20,Squad,1,832,803.0,1,3538,2,Rewind,AK47,Bazzoca FHJ,1,0.261,1.0,36,6237,0,0,6,27,22.22222222222222
dayiszc,2024-04-20,Squad,3,1193,617.0,1,2759,0,Rewind,AK47,Bazzoca FHJ,0,0.47200000000000003,0.0,4,5791,0,0,14,25,56.00000000000001
dayiszc,2024-04-20,Squad,1,950,965.0,0,3572,2,Rewind,AK47,Bazzoca FHJ,1,0.266,0.0,41,7001,1,0,6,25,24.0
dayiszc,2024-04-20,Squad,3,1096,1069.0,2,5529,1,Rewind,AK47,Bazzoca FHJ,1,0.363,0.33299999999999996,82,12039,1,1,1,26,3.8461538461538463
dayiszc,2024-04-20,Squad,4,1184,606.0,0,3363,1,Rewind,AK47,Bazzoca FHJ,1,0.307,0.0,0,5369,0,0,14,26,53.84615384615385
dayiszc,2024-04-20,Squad,0,168,222.0,0,1204,1,Rewind,AK47,Bazzoca FHJ,0,0.233,0.0,-29,3574,1,0,20,26,76.92307692307693
dayiszc,2024-04-20,Squad,1,332,402.0,0,2378,0,Rewind,AK47,Bazzoca FHJ,0,0.184,0.0,0,3025,0,0,18,26,69.23076923076923
dayiszc,2024-04-20,Squad,4,1164,1078.0,0,5351,3,Rewind,AK47,Bazzoca FHJ,1,0.215,0.0,82,11958,1,1,1,25,4.0
dayiszc,2024-04-20,Squad,5,2386,964.0,0,4710,3,Rewind,AK47,Bazzoca FHJ,1,0.5479999999999999,0.4,46,6254,0,0,5,26,19.230769230769234
dayiszc,2024-04-21,Squad,4,1376,763.0,1,4805,2,Rewind,AK47,Bazzoca FHJ,1,0.374,0.25,21,4998,0,0,9,25,36.0
dayiszc,2024-04-21,Squad,3,799,551.0,0,2579,0,Rewind,AK47,Bazzoca FHJ,0,0.439,0.0,0,5961,0,0,16,25,64.0
dayiszc,2024-04-21,Squad,3,1051,821.0,1,3498,2,Rewind,AK47,Bazzoca FHJ,1,0.32899999999999996,0.0,24,5998,0,0,8,25,32.0
dayiszc,2024-04-21,Squad,7,2078,1166.0,2,4001,2,Rewind,AK47,Bazzoca FHJ,1,0.33,0.14300000000000002,105,10997,1,1,1,26,3.8461538461538463
dayiszc,2024-04-23,Squad,4,1221,1125.0,1,3785,3,Rewind,AK47,Bazzoca FHJ,1,0.36,0.25,46,9052,1,0,2,26,7.6923076923076925
dayiszc,2024-04-23,Squad,2,1502,1162.0,4,3993,6,Rewind,AK47,Bazzoca FHJ,1,0.218,0.0,74,8413,1,0,3,25,12.0
dayiszc,2024-04-23,Squad,2,837,1036.0,1,5402,2,Rewind,AK47,Bazzoca FHJ,0,0.134,0.0,102,10054,0,1,1,26,3.8461538461538463
dayiszc,2024-04-26,Duo,0,289,147.0,0,1174,0,Rewind,AK47,Bazzoca FHJ,0,0.55,0.0,-29,2841,1,0,48,51,94.11764705882352
dayiszc,2024-04-26,Duo,4,1092,738.0,1,3024,0,Rewind,AK47,Bazzoca FHJ,0,0.41,0.0,3,2958,1,0,22,51,43.13725490196079
dayiszc,2024-04-26,Duo,5,1467,698.0,0,3612,1,Rewind,AK47,Bazzoca FHJ,1,0.26899999999999996,0.0,6,5663,0,0,17,51,33.33333333333333
dayiszc,2024-04-26,Duo,2,833,609.0,0,3288,1,Rewind,AK47,Bazzoca FHJ,1,0.534,0.0,1,4987,0,0,19,50,38.0
dayiszc,2024-04-26,Duo,1,382,430.0,0,2580,1,Rewind,AK47,Bazzoca FHJ,0,0.16699999999999998,0.0,-19,4215,1,0,31,52,59.61538461538461
dayiszc,2024-04-26,Duo,13,3313,1052.0,1,4655,2,Rewind,AK47,Bazzoca FHJ,1,0.31,0.308,78,12089,1,1,1,50,2.0
dayiszc,2024-04-26,Duo,3,1162,743.0,0,3475,1,Rewind,AK47,Bazzoca FHJ,0,0.34700000000000003,0.0,10,5621,0,0,14,51,27.450980392156865
dayiszc,2024-04-26,Duo,8,2725,1176.0,1,4348,2,Rewind,AK47,Bazzoca FHJ,1,0.292,0.0,71,8561,0,0,2,51,3.9215686274509802
dayiszc,2024-04-26,Squad,2,584,719.0,0,3796,1,Rewind,AK47,Bazzoca FHJ,0,0.198,0.0,5,5982,1,0,11,26,42.30769230769231
dayiszc,2024-04-26,Squad,0,147,124.0,0,1333,0,Rewind,AK47,Bazzoca FHJ,0,0.222,0.0,-30,2135,1,0,25,25,100.0
dayiszc,2024-04-26,Squad,2,970,559.0,0,2573,0,Rewind,AK47,Bazzoca FHJ,0,0.302,0.0,-6,5723,0,0,15,25,60.0
dayiszc,2024-04-26,Squad,3,1169,1041.0,1,4463,0,Rewind,AK47,Bazzoca FHJ,1,0.294,0.0,74,8547,1,0,2,26,7.6923076923076925
dayiszc,2024-04-26,Squad,2,751,431.0,0,3146,0,Rewind,AK47,Bazzoca FHJ,0,0.354,0.0,-14,5136,0,0,17,26,65.38461538461539
dayiszc,2024-04-26,Squad,3,1246,644.0,0,3642,3,Rewind,AK47,Bazzoca FHJ,1,0.35700000000000004,0.0,-2,5681,0,0,15,25,60.0
dayiszc,2024-04-26,Squad,0,122,172.0,0,1484,0,Rewind,AK47,Bazzoca FHJ,0,0.313,0.0,-15,2589,1,0,25,25,100.0
dayiszc,2024-04-26,Squad,6,1388,1173.0,1,4169,2,Rewind,AK47,Bazzoca FHJ,1,0.212,0.16699999999999998,77,8479,1,0,2,25,8.0
dayiszc,2024-04-26,Squad,1,748,1091.0,2,5016,1,Rewind,AK47,Bazzoca FHJ,1,0.231,1.0,90,11002,1,1,1,26,3.8461538461538463
dayiszc,2024-04-26,Squad,1,765,962.0,2,4546,1,Rewind,AK47,Bazzoca FHJ,1,0.23,0.0,56,9254,0,0,2,25,8.0
dayiszc,2024-04-28,Squad,4,1727,974.0,3,4036,2,Rewind,AK47,Bazzoca FHJ,1,0.45899999999999996,0.0,71,8510,1,0,3,25,12.0
dayiszc,2024-04-28,Squad,11,3602,1172.0,2,4665,4,Rewind,AK47,Bazzoca FHJ,1,0.248,0.091,91,11548,1,1,1,25,4.0
dayiszc,2024-04-28,Squad,4,1524,600.0,0,3603,1,Rewind,AK47,Bazzoca FHJ,1,0.193,0.25,-1,5347,1,0,14,26,53.84615384615385
dayiszc,2024-04-28,Squad,1,299,245.0,0,1879,2,Rewind,AK47,Bazzoca FHJ,0,0.198,0.0,-27,3001,0,0,23,26,88.46153846153845
dayiszc,2024-04-28,Squad,3,1510,662.0,0,3811,1,Rewind,AK47,Bazzoca FHJ,1,0.361,0.33299999999999996,2,5984,0,0,12,25,48.0
dayiszc,2024-04-28,Squad,9,2025,1011.0,2,4310,1,Rewind,AK47,Bazzoca FHJ,1,0.305,0.111,76,9541,0,1,1,26,3.8461538461538463
dayiszc,2024-04-28,Squad,2,497,442.0,0,2992,1,Rewind,AK47,Bazzoca FHJ,0,0.4,0.0,-8,5832,1,0,15,25,60.0
dayiszc,2024-04-28,Squad,2,923,529.0,0,2655,2,Rewind,AK47,Bazzoca FHJ,0,0.21,0.0,-4,5941,0,0,14,25,56.00000000000001
dayiszc,2024-04-28,Squad,7,2241,1081.0,1,5418,0,Rewind,AK47,Bazzoca FHJ,1,0.255,0.14300000000000002,78,9963,1,0,2,25,8.0
dayiszc,2024-04-28,Squad,7,2409,1111.0,1,5921,1,Rewind,AK47,Bazzoca FHJ,1,0.213,0.0,76,10032,0,1,1,25,4.0
dayiszc,2024-04-28,Squad,3,920,1136.0,1,5195,3,Rewind,AK47,Bazzoca FHJ,1,0.21100000000000002,0.0,72,9214,1,1,1,27,3.7037037037037033
dayiszc,2024-04-28,Squad,6,2003,1086.0,1,5552,2,Rewind,AK47,Bazzoca FHJ,1,0.32799999999999996,0.0,59,9962,0,1,1,25,4.0
soniacuro,2024-04-19,Squad,0,24,185.0,0,1032,0,Clown,AK47,Sniper Tundra,0,0.071,0.0,-23,2341,1,0,25,26,96.15384615384616
soniacuro,2024-04-20,Squad,0,0,172.0,0,1239,1,Clown,AK47,Sniper Tundra,0,0.0,0.0,0,2100,0,0,25,25,100.0
soniacuro,2024-04-20,Squad,0,422,558.0,1,2717,6,Clown,AK47,Sniper Tundra,0,0.161,0.0,16,4958,0,0,14,25,56.00000000000001
soniacuro,2024-04-20,Squad,1,301,1088.0,3,3800,3,Clown,AK47,Sniper Tundra,0,0.044000000000000004,0.0,134,6700,1,0,2,25,8.0
soniacuro,2024-04-20,Squad,0,375,1140.0,1,3281,2,Clown,AK47,Sniper Tundra,0,0.313,0.0,52,5987,0,0,2,25,8.0
soniacuro,2024-04-20,Squad,2,307,471.0,0,2467,2,Clown,AK47,Sniper Tundra,0,0.259,0.0,0,5321,1,0,17,25,68.0
soniacuro,2024-04-20,Squad,3,775,884.0,0,3602,4,Clown,AK47,Sniper Tundra,1,0.23,0.0,86,9001,0,1,1,26,3.8461538461538463
soniacuro,2024-04-20,Squad,2,377,959.0,1,3835,5,Clown,AK47,Sniper Tundra,0,0.155,0.0,64,8412,0,0,3,26,11.538461538461538
soniacuro,2024-04-20,Squad,0,0,200.0,0,2200,1,Clown,AK47,Sniper Tundra,0,0.0,0.0,0,3541,1,0,23,25,92.0
soniacuro,2024-04-21,Squad,1,504,946.0,0,2933,2,Clown,AK47,Sniper Tundra,0,0.115,0.0,61,7412,0,0,2,26,7.6923076923076925
soniacuro,2024-04-21,Squad,5,936,816.0,0,2900,3,Clown,AK47,Sniper Tundra,1,0.114,0.0,34,5489,1,0,6,25,24.0
soniacuro,2024-04-21,Squad,0,0,121.0,0,1495,0,Clown,AK47,Sniper Tundra,0,0.0,0.0,0,1991,0,0,25,25,100.0
soniacuro,2024-04-21,Squad,0,256,803.0,1,3556,5,Clown,AK47,Sniper Tundra,0,0.087,0.0,76,5147,0,0,6,27,22.22222222222222
soniacuro,2024-04-21,Squad,2,651,617.0,0,3085,3,Clown,AK47,Sniper Tundra,0,0.13699999999999998,0.0,0,5823,1,0,14,25,56.00000000000001
soniacuro,2024-04-21,Squad,3,340,965.0,1,3257,4,Clown,AK47,Sniper Tundra,0,0.217,0.5,40,5205,0,0,6,25,24.0
soniacuro,2024-04-21,Squad,4,949,1069.0,0,3978,3,Clown,AK47,Sniper Tundra,1,0.21100000000000002,0.25,79,9890,1,1,1,26,3.8461538461538463
soniacuro,2024-04-21,Squad,2,923,606.0,0,2802,2,Clown,AK47,Sniper Tundra,0,0.17800000000000002,0.0,0,5641,1,0,14,26,53.84615384615385
soniacuro,2024-04-21,Squad,0,48,222.0,0,996,2,Clown,AK47,Sniper Tundra,0,0.111,0.0,0,2980,1,0,20,26,76.92307692307693
soniacuro,2024-04-21,Squad,0,67,402.0,0,2436,1,Clown,AK47,Sniper Tundra,0,0.063,0.0,0,2999,0,0,18,26,69.23076923076923
soniacuro,2024-04-21,Squad,2,890,1078.0,1,4726,7,Clown,AK47,Sniper Tundra,0,0.155,0.0,80,10254,0,1,1,25,4.0
soniacuro,2024-04-22,Squad,3,1190,964.0,2,4255,5,Clown,AK47,Sniper Tundra,1,0.109,0.33299999999999996,45,5422,0,0,5,26,19.230769230769234
soniacuro,2024-04-22,Squad,1,391,763.0,1,4069,5,Clown,AK47,Sniper Tundra,0,0.09300000000000001,0.0,11,4987,0,0,9,25,36.0
soniacuro,2024-04-22,Squad,0,0,551.0,0,3051,0,Clown,AK47,Sniper Tundra,0,0.0,0.0,0,4987,1,0,16,25,64.0
soniacuro,2024-04-22,Squad,5,927,821.0,0,2883,4,Clown,AK47,Sniper Tundra,1,0.153,0.2,25,6412,0,0,8,25,32.0
soniacuro,2024-04-23,Squad,3,419,1166.0,0,4346,6,Clown,AK47,Sniper Tundra,0,0.083,0.0,100,10256,1,1,1,26,3.8461538461538463
soniacuro,2024-04-24,Squad,1,419,1125.0,0,4765,6,Clown,AK47,Sniper Tundra,0,0.17,0.0,53,6897,0,0,2,26,7.6923076923076925
soniacuro,2024-04-24,Squad,2,953,1162.0,0,3649,8,Clown,AK47,Sniper Tundra,1,0.087,0.0,67,6254,0,0,3,25,12.0
soniacuro,2024-04-24,Squad,2,551,1036.0,0,4555,7,Clown,AK47,Sniper Tundra,1,0.11900000000000001,0.0,100,10958,1,1,1,26,3.8461538461538463
soniacuro,2024-04-26,Squad,1,470,719.0,0,3042,5,Clown,AK47,Sniper Tundra,0,0.22399999999999998,0.0,4,5931,0,0,11,26,42.30769230769231
soniacuro,2024-04-26,Squad,0,204,124.0,0,1294,0,Clown,AK47,Sniper Tundra,0,0.0,0.0,-30,2004,1,0,25,25,100.0
soniacuro,2024-04-26,Squad,1,622,559.0,0,2479,1,Clown,AK47,Sniper Tundra,0,0.051,0.0,-5,4712,1,0,15,25,60.0
soniacuro,2024-04-26,Squad,0,889,1041.0,2,3744,5,Clown,AK47,Sniper Tundra,0,0.068,0.0,79,6471,0,0,2,26,7.6923076923076925
soniacuro,2024-04-26,Squad,1,140,431.0,0,2970,3,Clown,AK47,Sniper Tundra,0,0.308,0.0,-15,4512,0,0,17,26,65.38461538461539
soniacuro,2024-04-26,Squad,1,615,644.0,0,2679,6,Clown,AK47,Sniper Tundra,0,0.305,0.0,-7,4625,0,0,15,25,60.0
soniacuro,2024-04-26,Squad,0,0,172.0,0,1584,0,Clown,AK47,Sniper Tundra,0,0.0,0.0,-30,2031,1,0,25,25,100.0
soniacuro,2024-04-26,Squad,3,599,1173.0,0,4619,6,Clown,AK47,Sniper Tundra,1,0.07400000000000001,0.0,73,7001,1,0,2,26,7.6923076923076925
soniacuro,2024-04-26,Squad,2,331,1091.0,0,4187,3,Clown,AK47,Sniper Tundra,1,0.048,0.0,100,8957,0,1,1,26,3.8461538461538463
soniacuro,2024-04-26,Squad,1,402,962.0,0,4600,2,Clown,AK47,Sniper Tundra,1,0.134,1.0,56,6958,0,0,2,25,8.0
soniacuro,2024-04-28,Squad,2,393,964.0,0,3210,2,Clown,AK47,Sniper Tundra,1,0.102,0.0,63,6289,1,0,3,25,12.0
soniacuro,2024-04-28,Squad,4,1233,1172.0,1,4917,8,Clown,AK47,Sniper Tundra,1,0.165,0.25,96,10845,1,1,1,25,4.0
soniacuro,2024-04-28,Squad,0,212,600.0,0,3352,3,Clown,AK47,Sniper Tundra,0,0.085,0.0,-7,5836,1,0,14,26,53.84615384615385
soniacuro,2024-04-28,Squad,0,0,245.0,0,913,0,Clown,AK47,Sniper Tundra,0,0.0,0.0,-30,2514,0,0,23,26,88.46153846153845
soniacuro,2024-04-28,Squad,2,521,662.0,0,3061,5,Clown,AK47,Sniper Tundra,0,0.13,0.5,-2,4012,0,0,12,25,48.0
soniacuro,2024-04-28,Squad,1,373,1011.0,0,4235,4,Clown,AK47,Sniper Tundra,0,0.18,0.0,70,8745,0,1,1,26,3.8461538461538463
